id;url;localidad;nameCompany;direccion;telefono;email;web;Estado_Empresa
155;https://xarxaindustrial.net/ca/proveidor/r/condal-imprenta;Badalona;Condal Imprenta;C/ d'Occitània, 20 (Badalona);933139608;icondal@imprentacondal.com;https://www.imprentacondal.com;Activa
156;https://xarxaindustrial.net/ca/proveidor/r/confecciones-mesa;;;C/ Holanda, 19;;;;no activa
157;https://xarxaindustrial.net/ca/proveidor/r/conforama;;;Avda. Comunidad Europea, s/n;;;;no activa
158;https://xarxaindustrial.net/ca/proveidor/r/conmasa-bdn;;;C/ Plàstic, 24;;;;no activa
159;https://xarxaindustrial.net/ca/proveidor/r/copy-service;;;C/ Eduard Maristany, 402;;;;no activa
160;https://xarxaindustrial.net/ca/proveidor/r/corbacho-pinturas;Badalona;Corbacho Pinturas;C/ Tardor, 18 - 20;934609980;comercial@pinturascorbacho.com;http://www.pinturascorbacho.com;Activa
161;https://xarxaindustrial.net/ca/proveidor/r/crealo;;;C/ Holanda, 30;;;;no activa
162;https://xarxaindustrial.net/ca/proveidor/r/ct-automatismos-y-procesos;Badalona;CT Automatismos y Procesos;Av. Conflent, 66 (Badalona);902445050;automatismos@ctautomatismos.com;https://www.ctautomatismos.com;Activa
163;https://xarxaindustrial.net/ca/proveidor/r/cti-cuadros-traceados-instalaciones-electricas;;;C/ del Progrés, 228;;;;no activa
164;https://xarxaindustrial.net/ca/proveidor/r/cuines-calaf;;;C/ D’Eliseu Meifrèn, 21 - 25;;;;no activa
165;https://xarxaindustrial.net/ca/proveidor/r/cuines-schmidt;;;Av. Comunitat Europea, 73;;;;no activa
166;https://xarxaindustrial.net/ca/proveidor/r/danilo-exclusivas;;;C/ Alemanya, 47;;;;no activa
167;https://xarxaindustrial.net/ca/proveidor/r/dc-lane;Badalona;DC Lane;C/ de la Mora, 20;933034960;dclane@dclane.net;http://www.dclane.net;Activa
168;https://xarxaindustrial.net/ca/proveidor/r/delasan-vidres;;;C/ Indústria, 479;;;;no activa
169;https://xarxaindustrial.net/ca/proveidor/r/deshuesados-montigala;Badalona;Deshuesados Montigalá;C/ Pintor Roig i Soler, 12 (Badalona);934650796;ibericosgp@hotmail.es;;Activa
170;https://xarxaindustrial.net/ca/proveidor/r/dicoro;;;Av. Comunitat Europea, 17;;;;no activa
171;https://xarxaindustrial.net/ca/proveidor/r/dionisio-bonet;Badalona;Dionisio Bonet;Av. Maresme, 83;933832061;administracion@dionisiobonet.es;http://www.dionisiobonet.es;Activa
172;https://xarxaindustrial.net/ca/proveidor/r/doble-r-instalaciones;Badalona;Doble R Instalaciones;C/ Energía, Nave 35 (Badalona);934657747;instalaciones@idobler.com;http://www.idobler.com;Activa
173;https://xarxaindustrial.net/ca/proveidor/r/drivim;Badalona;Drivim;C/ Acer, 44 (Badalona);934970561;info@drivim.com;https://www.drivim.com;Activa
174;https://xarxaindustrial.net/ca/proveidor/r/dtm-moldes;;;C/ Sant Lluc, 69 - Nave 4 (Pasaje);;;;no activa
175;https://xarxaindustrial.net/ca/proveidor/r/ebaning-sa;Badalona;Ebaning SA;C/ Juli Galve Brusson 73 - 87;933881648;ebaning@ebaning.com;http://www.ebaning.com;Activa
176;https://xarxaindustrial.net/ca/proveidor/r/ecomant-2005;Badalona;Ecomant 2005;C/ Pintor Roig i Soler, Nave 6-8;934654520;ecomant2005@gmail.com;;Activa
177;https://xarxaindustrial.net/ca/proveidor/r/edaie;;;C/ Suïssa, 45 2ª Planta;;;;no activa
178;https://xarxaindustrial.net/ca/proveidor/r/edujav;Badalona;Edujav;C/ Tardor, 10 - 12;933874696;contabilidad@edujav.com;;Activa
179;https://xarxaindustrial.net/ca/proveidor/r/efienergy;Badalona;Efienergy;C/ Pintor Roig i Soler, 30 (Badalona);932222450;info@efienergyprojects.com;https://www.efienergyprojects.com;Activa
